,poi_id,sg_id,placekey,parent_placekey,name,brands,top_category,sub_category,naics,lat,lon,address,city,region,zipcode,is_shared_polygon,has_parking_lot,is_synthetic,area_sqft
6288433,6288433,,zzz-222@8gk-tdn-z4v,,Wahouma,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.555996,-86.73809,216 71st St N,Birmingham,AL,35206,,,,
6290525,6290525,,238-222@8gk-t8p-t9z,,EmbroidMe,EmbroidMe,Other Textile Product Mills,All Other Miscellaneous Textile Product Mills,314999,33.429005,-86.705894,300 Cahaba Park Cir Ste 218,Birmingham,AL,35242,,,,
6291114,6291114,,222-222@8gk-tnc-4qf,,Macks Lounge,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.647762,-86.70882,2401 Carson Rd,Birmingham,AL,35215,,,,
6292131,6292131,,zzw-226@8gk-tv4-66k,,Revelator Coffee,Revelator Coffee,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.51564,-86.80887,1826 3rd Ave N Apt 101,Birmingham,AL,35203,,,,
6292471,6292471,,226-222@8gk-tpy-m8v,,Securities America,,"Management, Scientific, and Technical Consulting Services",,5416,33.38335,-86.73172,2000 Providence Park,Birmingham,AL,35242,,,,
6294960,6294960,,223-222@8gk-tmw-v9f,222-223@8gk-tmw-v4v,Eastern Surgical Associates,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.59573,-86.66767,52 Medical Park Dr E Ste 308,Birmingham,AL,35235,,,,
6297258,6297258,,22d-223@8gk-tv2-6ff,,Sol Y Luna,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.511204,-86.788185,2811 7th Ave S,Birmingham,AL,35233,,,,
6298018,6298018,,227-222@8gk-tdn-zvf,,State Coney Island,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.550617,-86.739746,6630 1st Ave N,Birmingham,AL,35206,,,,
6299110,6299110,,224-222@8gk-tqn-zpv,,Travis Cash,,Personal Care Services,Beauty Salons,812112,33.417637,-86.678345,3000 Meadow Lake Dr Ste 107,Birmingham,AL,35242,,,,
6302253,6302253,,222-222@8gk-tv7-j35,,Fancy's on Fifth,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.521927,-86.772865,430 41st St S,Birmingham,AL,35222,,,,
6302535,6302535,,222-222@8gk-tc3-psq,,CITGO,CITGO,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.609398,-86.69969,401 Azalea Way,Birmingham,AL,35215,,,,
6303204,6303204,,222-222@8gk-t8h-mp9,,Bold Springs Presbyterian Church,,Religious Organizations,Religious Organizations,813110,33.45013,-86.65552,7544 Cahaba Valley Rd,Birmingham,AL,35242,,,,
6304715,6304715,,zzw-223@8gk-tv2-4sq,,Jeni's Splendid Ice Creams,Jeni's Splendid Ice Creams,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.516014,-86.79028,219 29th St S,Birmingham,AL,35233,,,,
6305420,6305420,,222-222@8gk-tv9-qzz,,Jim N Nick's,Jim N Nick's,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.500484,-86.79729,1908 11th Ave S,Birmingham,AL,35205,,,,
6305777,6305777,,222-222@8gk-tv3-fpv,,Elizabeth Perry Rushton Cdc,,Child Day Care Services,Child Day Care Services,624410,33.51848,-86.805534,2118 4th Ave N,Birmingham,AL,35203,,,,
6305872,6305872,,227-222@8gk-tcx-4n5,,Inglenook Church of Christ,,Religious Organizations,Religious Organizations,813110,33.560192,-86.78303,3817 Vanderbilt Rd,Birmingham,AL,35217,,,,
6307986,6307986,,225-224@8gk-tv2-mx5,,B N A Resources,,Electronics and Appliance Stores,Electronics Stores,443142,33.500546,-86.791664,2160 Highland Ave S Ste 100 153,Birmingham,AL,35205,,,,
6309662,6309662,,224-222@8gk-ttf-xh5,,Fixit4cheap,,Electronic and Precision Equipment Repair and Maintenance,Consumer Electronics Repair and Maintenance,811211,33.50116,-86.87132,2700 Bessemer Rd,Birmingham,AL,35208,,,,
6310509,6310509,,zzw-222@8gk-t8q-6kz,,The Church At Brook Hills,,Child Day Care Services,Child Day Care Services,624410,33.42769,-86.66894,3145 Brook Highland Pkwy,Birmingham,AL,35242,,,,
6312985,6312985,,zzw-222@8gk-tt6-rhq,,Rising Star Baptist Church,,Religious Organizations,Religious Organizations,813110,33.5034,-86.85944,1320 2nd Ave W,Birmingham,AL,35208,,,,
6313664,6313664,,zzw-222@8gk-tc2-9vf,,Hornady Truck Line,,"Coating, Engraving, Heat Treating, and Allied Activities","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",332812,33.617188,-86.74314,301 Fleming Rd,Birmingham,AL,35217,,,,
6314616,6314616,,zzw-222@8gk-tv2-2kz,,Hattie B's Hot Chicken,Hattie B's Hot Chicken,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.511593,-86.78849,2808 7th Ave S Ste 101,Birmingham,AL,35233,,,,
6315256,6315256,,zzw-222@8gk-tc3-d9z,,Brooks Insurance Agency,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.61831,-86.684395,1275 Center Point Pkwy Ste 200,Birmingham,AL,35215,,,,
6315721,6315721,,222-222@8gk-tpx-jvz,zzy-222@8gk-tpx-gtv,GOLFTEC Birmingham,,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910,33.429115,-86.711006,4604 Highway 280,Birmingham,AL,35242,,,,
6315979,6315979,,zzw-225@8gk-tv4-6p9,,Railroad Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.509895,-86.80836,1600 1st Ave S,Birmingham,AL,35233,,,,
6316973,6316973,,zzw-222@8gk-tct-fzz,,Family Connection Barber & Style Shop,,Personal Care Services,Barber Shops,812111,33.551456,-86.81847,2521 30th Ave N,Birmingham,AL,35207,,,,
6318091,6318091,,zzz-222@8gk-tsw-s3q,,George Ward,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.48807,-86.820366,1901 Green Springs Ave,Birmingham,AL,35205,,,,
6320107,6320107,,zzz-222@8gk-tv2-w6k,,Brother Bryan,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.503082,-86.79506,2100 Magnolia Way,Birmingham,AL,35243,,,,
6320661,6320661,,228-222@8gm-972-dd9,,Marino's Associated Foods,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.508587,-86.90019,2415 Avenue E,Birmingham,AL,35218,,,,
6322228,6322228,,225-222@8gk-tc3-nt9,,Roebuck Beauty School,,Personal Care Services,Beauty Salons,812112,33.597843,-86.692795,9609 Parkway E,Birmingham,AL,35215,,,,
6323067,6323067,,zzw-222@8gk-tv9-r6k,,RightAuto Glass,,Automotive Repair and Maintenance,Automotive Glass Replacement Shops,811122,33.499916,-86.79619,1116 20th St S Ste 520,Birmingham,AL,35205,,,,
6323776,6323776,,22c-222@8gk-tv2-3bk,,Charlie Thigpen's Garden Gallery,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220,33.516006,-86.79179,2805 2nd Ave S Ste 300,Birmingham,AL,35233,,,,
6324956,6324956,,225-222@8gk-tv7-kcq,,Simms & Associates,,"Justice, Public Order, and Safety Activities",Courts,922110,33.517735,-86.77743,608 37th St S,Birmingham,AL,35222,,,,
6325329,6325329,,227-222@8gk-tv4-49z,,Roots & Revelry,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.51299,-86.81051,1623 2nd Ave N Fl 2,Birmingham,AL,35203,,,,
6326053,6326053,,222-222@8gk-tw6-g8v,,Sunbelt College,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310,33.444977,-86.90621,4912 Park Ave SW,Birmingham,AL,35221,,,,
6327203,6327203,,zzw-222@8gk-tv9-kfz,,Marathon,Marathon,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.51017,-86.81415,1331 1st Ave N,Birmingham,AL,35203,,,,
6327371,6327371,,226-22n@8gk-ttw-xbk,,Steven E Jones MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.43657,-86.732346,3980 Colonnade Pkwy,Birmingham,AL,35243,,,,
6327526,6327526,,22f-222@8gk-tv6-tn5,,Avondale Vape and Hookah Lounge,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.52359,-86.773766,309 41st St S,Birmingham,AL,35222,,,,
6328533,6328533,,22d-222@8gk-tw3-7dv,,Veronica's House of Style,,Personal Care Services,Beauty Salons,812112,33.484726,-86.89143,1534 Bessemer Rd,Birmingham,AL,35208,,,,
6329041,6329041,,222-222@8gk-tsy-6rk,,Wildwood,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.442905,-86.829506,1282 Oak Grove Rd,Birmingham,AL,35209,,,,
6329477,6329477,,226-222@8gk-tv8-85f,,First Bank Tennessee,First Bank Tennessee,Depository Credit Intermediation,Commercial Banking,522110,33.48305,-86.77733,404 Hollywood Blvd,Birmingham,AL,35209,,,,
6331708,6331708,,zzy-222@8gk-tv3-nt9,,SP Parking,,Other Personal Services,Parking Lots and Garages,812930,33.525913,-86.81309,2068 11th Avenue North,Birmingham,AL,35203,,,,
6333383,6333383,,223-222@8gk-ttb-2ff,,Thirgood,,Religious Organizations,Religious Organizations,813110,33.512268,-86.83581,517 Center St N,Birmingham,AL,35204,,,,
6333788,6333788,,zzw-223@8gk-tc3-k75,,Yerby Bauer Auto Sales,,Automobile Dealers,Used Car Dealers,441120,33.601185,-86.69262,9710 Parkway E,Birmingham,AL,35215,,,,
6333903,6333903,,223-222@8gk-tct-s89,,Spencer Service Station & Garage,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.55157,-86.81376,2817 29th Ave N,Birmingham,AL,35207,,,,
6334460,6334460,,228-222@8gk-ttd-q2k,,New Hope Baptist Church Sw Site Ii,,Child Day Care Services,Child Day Care Services,624410,33.47915,-86.86337,1757 Jefferson Ave SW,Birmingham,AL,35211,,,,
6335832,6335832,,zzy-222@8gk-ttw-xbk,,Arthritis Foundation,,"Museums, Historical Sites, and Similar Institutions",Museums,712110,33.4367,-86.73212,3800 Colonmade Pkwy Ste 140,Birmingham,AL,35243,,,,
6336551,6336551,,226-223@8gk-tv3-gx5,,Bandits Baking,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,33.518147,-86.801125,212 24th St N,Birmingham,AL,35203,,,,
6336729,6336729,,zzw-222@8gk-tmt-ty9,,Einstein's Playground,,Child Day Care Services,Child Day Care Services,624410,33.574432,-86.64898,100 Derby Pkwy,Birmingham,AL,35210,,,,
6338632,6338632,,zzy-225@8gk-tv4-f75,,Renasant Mortgage Lending,,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,33.519196,-86.809715,2001 Park Pl N Ste 150 650,Birmingham,AL,35203,,,,
6338702,6338702,,222-222@8gk-tvx-pd9,,Consignment World,,Used Merchandise Stores,Used Merchandise Stores,453310,33.479298,-86.89536,1319 Bessemer Rd,Birmingham,AL,35208,,,,
6341151,6341151,,222-223@8gk-tqp-ysq,,Grant Whitaker Agency Manager,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.404434,-86.665054,5530 Highway 280 Ste 101,Birmingham,AL,35242,,,,
6343134,6343134,,223-227@8gk-tv9-w8v,224-222@8gk-tv9-vvf,Children's of Alabama Dentistry,,Offices of Dentists,Offices of Dentists,621210,33.505375,-86.805855,1600 7th Ave S,Birmingham,AL,35233,,,,
6343751,6343751,,zzw-222@8gk-tv7-2c5,,Craftsman Plumbing Inc,,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",238220,33.53037,-86.77058,4321 Morris Ave,Birmingham,AL,35222,,,,
6343760,6343760,,zzw-222@8gk-ttd-fj9,,Stop & Shop Square,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.48539,-86.8511,1200 14th Pl SW,Birmingham,AL,35211,,,,
6344418,6344418,,zzw-222@8gk-tcq-bzf,,United Rentals,United Rentals,Commercial and Industrial Machinery and Equipment Rental and Leasing,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,532490,33.64282,-86.72286,4111 Pinson Valley Pkwy,Birmingham,AL,35215,,,,
6344934,6344934,,225-222@8gk-tvx-p7q,,Complete Care Medical Clinics,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.47927,-86.89694,1300 Bessemer Rd,Birmingham,AL,35208,,,,
6346785,6346785,,223-223@8gk-tv4-f75,,Tidwell Law Group LLC,,"Justice, Public Order, and Safety Activities",Courts,922110,33.519318,-86.809814,2001 Park Pl,Birmingham,AL,35203,,,,
6348702,6348702,,zzw-223@8gk-tss-rx5,zzw-222@8gk-tss-rff,Amsouth Bank,,Depository Credit Intermediation,Commercial Banking,522110,33.47937,-86.840195,833 Dennison Ave SW,Birmingham,AL,35211,,,,
6349788,6349788,,223-222@8gk-tw2-g8v,,The Learning Lane,,Child Day Care Services,Child Day Care Services,624410,33.49046,-86.88474,1849 Bessemer Rd,Birmingham,AL,35208,,,,
6351099,6351099,,zzz-222@8gk-tw2-hdv,,Central,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.486862,-86.88701,4700 Terrace Q,Birmingham,AL,35208,,,,
6351337,6351337,,222-223@8gk-tsy-8y9,,Hootie's Burger Bar,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.443104,-86.82933,1278 Oak Grove Rd,Birmingham,AL,35209,,,,
6351624,6351624,,227-223@8gk-tsx-j9z,,TitleMax,TitleMax,Nondepository Credit Intermediation,Consumer Lending,522291,33.47572,-86.826904,2424 Green Springs Hwy,Birmingham,AL,35209,,,,
6353150,6353150,,222-222@8gk-tt6-syv,,Instore,,Other Motor Vehicle Dealers,Boat Dealers,441222,33.498478,-86.85846,100 12th St SW,Birmingham,AL,35211,,,,
6353740,6353740,,zzw-222@8gk-tv9-rc5,,Home Buyers Birmingham,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,33.499496,-86.79803,1821 11th Ave S,Birmingham,AL,35205,,,,
6359447,6359447,,zzy-225@8gk-tv4-5xq,,Uab Health System,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.517857,-86.80947,Kirklin Clinic,Birmingham,AL,35203,,,,
6359583,6359583,,222-222@8gk-tv2-fmk,,Mavis Discount Tire,Mavis Discount Tire,Automotive Repair and Maintenance,General Automotive Repair,811111,33.515297,-86.78408,3200 6th Ave S,Birmingham,AL,35222,,,,
6364683,6364683,,223-222@8gk-ttd-pqf,,Over To Over High Style Beauty Salon,,Personal Care Services,Beauty Salons,812112,33.480423,-86.86209,1742 Jefferson Ave SW,Birmingham,AL,35211,,,,
6365024,6365024,,225-222@8gk-tt6-xyv,,Solomon's Temple Church,,Religious Organizations,Religious Organizations,813110,33.51195,-86.85948,1304 Bush Blvd W,Birmingham,AL,35208,,,,
6365525,6365525,,222-222@8gk-tmv-ju5,,The Guiding Light Church,,Religious Organizations,Religious Organizations,813110,33.567986,-86.65813,1846 John Rogers Dr,Birmingham,AL,35210,,,,
6367644,6367644,,224-223@8gk-tqv-cnq,,Curtis Jonathan DMD Mph,,Offices of Dentists,Offices of Dentists,621210,33.3702,-86.66534,141 Narrows Dr,Birmingham,AL,35242,,,,
6368005,6368005,,224-222@8gk-tc3-kcq,,Accurate Tax Services,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.601597,-86.691055,9721 Parkway E Ste B,Birmingham,AL,35215,,,,
6368595,6368595,,zzw-222@8gk-tv4-649,,Jimmy John's,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.517178,-86.807236,323 20th St N,Birmingham,AL,35203,,,,
6368982,6368982,,223-222@8gk-tc6-jn5,,Tucker Paint & Body,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,33.574368,-86.72006,8501 1st Ave N,Birmingham,AL,35206,,,,
6369894,6369894,,222-223@8gk-tdx-6rk,,McDonald Canine Academy,,Other Personal Services,Pet Care (except Veterinary) Services,812910,33.555492,-86.77865,4000 E Lake Blvd,Birmingham,AL,35217,,,,
6370257,6370257,,zzw-222@8gk-ttx-85f,,Hair Club,Hair Club,Other Personal Services,All Other Personal Services,812990,33.435688,-86.72496,2 Perimeter Park S Ste 350,Birmingham,AL,35243,,,,
6370855,6370855,,222-222@8gk-tw7-54v,,Hygia Healthcare,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.44687,-86.85878,434 Industrial Ln,Birmingham,AL,35211,,,,
6371701,6371701,,224-222@8gk-tv6-t9z,,Birmingham Fire And Rescue Service Station 10,,"Justice, Public Order, and Safety Activities",Fire Protection,922160,33.52512,-86.77387,4120 2nd Ave S,Birmingham,AL,35222,,,,
6373469,6373469,,zzw-228@8gk-ttg-pgk,222-222@8gk-ttg-p35,Subway,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.494392,-86.87748,2213 Bessemer Rd,Birmingham,AL,35208,,,,
6374828,6374828,,zzw-222@8gk-tmq-v2k,,Method 1 Interiors,,Home Furnishings Stores,All Other Home Furnishings Stores,442299,33.602177,-86.624916,3401 Mary Taylor Rd,Birmingham,AL,35235,,,,
6375007,6375007,,227-222@8gk-ttx-jd9,zzy-222@8gk-ttx-8sq,Connor Beasley Hair Studio,,Personal Care Services,Beauty Salons,812112,33.438366,-86.7292,3411 Colonnade Pkwy,Birmingham,AL,35243,,,,
6375342,6375342,,223-222@8gk-tc6-6p9,,Birmingham Homebuyers,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,33.58325,-86.70969,8949 Roebuck Blvd,Birmingham,AL,35206,,,,
6375491,6375491,,222-224@8gk-t8y-v4v,222-223@8gk-t8y-v4v,Walmart Supercenter,Walmart,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.528774,-86.72039,1600 Montclair Rd,Birmingham,AL,35210,,,,
6375805,6375805,,224-222@8gk-tt9-q9f,,W D's Auto Sales,,Automobile Dealers,Used Car Dealers,441120,33.506638,-86.83367,129 3rd Ave N,Birmingham,AL,35204,,,,
6376783,6376783,,226-222@8gk-tvx-sqz,,Snow Tax Services,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.481964,-86.90297,5309 Avenue I,Birmingham,AL,35208,,,,
6377603,6377603,,222-222@8gk-tv4-j5f,,Baths Barks & Bubbles,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910,33.512314,-86.795784,2420 4th Ave S,Birmingham,AL,35233,,,,
6379532,6379532,,zzw-226@8gk-tv4-6p9,,George's Boxcar Cafe,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.509914,-86.808426,1600 1st Ave S,Birmingham,AL,35233,,,,
6379762,6379762,,zzw-222@8gk-tmy-jd9,,Ruth's Place,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.572918,-86.63581,2404 Derby Way,Birmingham,AL,35210,,,,
6380773,6380773,,229-222@8gk-ttr-52k,224-222@8gk-ttq-sdv,Sunglass Hut,Sunglass Hut,Health and Personal Care Stores,Optical Goods Stores,446130,33.448578,-86.7276,225 Summit Blvd Ste 350,Birmingham,AL,35243,,,,
6380850,6380850,,222-222@8gk-tn9-v75,,Huffman Acad,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.61919,-86.68047,1212 Cheyenne Blvd,Birmingham,AL,35215,,,,
6381811,6381811,,222-222@8gk-tvw-fcq,,Faith Temple Inc,,Religious Organizations,Religious Organizations,813110,33.464523,-86.88612,3233 Jefferson Ave SW,Birmingham,AL,35221,,,,
6383045,6383045,,222-222@8gk-tsx-bp9,,Confianza,,Nondepository Credit Intermediation,Consumer Lending,522291,33.47177,-86.82012,405 Valley Ave,Birmingham,AL,35209,,,,
6384433,6384433,,222-223@8gk-tt6-sh5,,Exxon Mobil,Exxon Mobil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.504917,-86.85539,1101 3rd Ave W,Birmingham,AL,35204,,,,
6384929,6384929,,222-222@8gk-twf-p7q,,Infinite Banking Concepts,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.413227,-86.772446,2957 Old Rocky Ridge Rd,Birmingham,AL,35243,,,,
6385063,6385063,,zzw-222@8gk-tv2-yvz,,Chez Lulu,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.495544,-86.78143,1911 Cahaba Rd,Birmingham,AL,35223,,,,
6389155,6389155,,zzw-222@8gk-tv5-87q,222-222@8gk-tv5-7wk,Alabama Swim School,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.511276,-86.7546,3960 Montclair Rd,Birmingham,AL,35213,,,,
6389940,6389940,,223-222@8gk-tv3-35z,,Chester's Fried Chicken,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.494457,-86.78167,2020 Cahaba Rd,Birmingham,AL,35223,,,,
6390476,6390476,,22g-222@8gk-tv3-h3q,,Divine Approach Real Estate and Property,,Activities Related to Real Estate,Residential Property Managers,531311,33.518173,-86.79981,2421 2nd Ave N Ste 1,Birmingham,AL,35203,,,,
6391173,6391173,,zzw-222@8gk-tw7-45f,,Dollar General,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.44449,-86.86275,101 Frankfurt Cir,Birmingham,AL,35211,,,,
