,poi_id,sg_id,placekey,parent_placekey,name,brands,top_category,sub_category,naics,lat,lon,address,city,region,zipcode,is_shared_polygon,has_parking_lot,is_synthetic,area_sqft
1386316,1386316,,223-224@8gk-ttc-fmk,,CheckSmart,CheckSmart,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,33.531143,-86.85372,1001 Bankhead Hwy W,Birmingham,AL,35204,,,,
1387179,1387179,,22n-222@8gk-tv2-t9z,,MOOYAH,MOOYAH,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,33.50705,-86.79804,2112 7th Ave S,Birmingham,AL,35233,,,,
1387966,1387966,,zzw-226@8gk-ttx-9zz,,Homeowners Financial Group,,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,33.437412,-86.72412,1 Perimeter Park S,Birmingham,AL,35243,,,,
1388771,1388771,,222-223@8gk-tvb-kmk,222-225@8gk-tvb-kmk,The Signature,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.48871,-86.801025,1 Robert S Smith Dr,Birmingham,AL,35209,,,,
1388910,1388910,,zzw-224@8gk-tmw-v9f,222-223@8gk-tmw-v4v,Jeffrey N Martin,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.59532,-86.667435,46 Medical Park Dr E,Birmingham,AL,35235,,,,
1389746,1389746,,226-22h@8gk-ttw-xbk,,Macy Smith MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.436344,-86.733665,3980 Colonnade Pkwy,Birmingham,AL,35243,,,,
1390191,1390191,,222-222@8gk-tdp-bc5,zzw-222@8gk-tdn-v9f,Komatsu,Komatsu,"Machinery, Equipment, and Supplies Merchant Wholesalers",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,33.549965,-86.75676,5336 Messer Airport Hwy,Birmingham,AL,35212,,,,
1392011,1392011,,226-222@8gk-tc9-f75,,Set N Stone Cuts,,Personal Care Services,Barber Shops,812111,33.592648,-86.69539,9433 Parkway E Ste A,Birmingham,AL,35215,,,,
1392626,1392626,,222-222@8gm-95h-y35,,Daniel Payne Middle Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.55391,-86.87221,1500 Daniel Payne Dr,Birmingham,AL,35214,,,,
1393333,1393333,,224-222@8gk-t8w-8sq,224-223@8gk-t8w-8sq,Alfa Insurance,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.52077,-86.72755,4500 Montevallo Rd,Birmingham,AL,35210,,,,
1394580,1394580,,224-223@8gk-ttg-p35,222-222@8gk-ttg-p35,Western Union,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,33.494984,-86.8763,2245B Bessemer Rd,Birmingham,AL,35208,,,,
1395010,1395010,,222-222@8gk-tw7-kvf,,Aldersgate United Methodist Church,,Religious Organizations,Religious Organizations,813110,33.433445,-86.87287,2701 Sydney Dr,Birmingham,AL,35211,,,,
1395527,1395527,,22k-222@8gk-ttc-kmk,,Saint Matthew AME Church,,Religious Organizations,Religious Organizations,813110,33.52257,-86.84421,500 11th Ct W,Birmingham,AL,35204,,,,
1395595,1395595,,zzy-224@8gk-tpx-mrk,,Strongbox Self Storage,,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130,33.42575,-86.7072,147 Resource Center Pkwy,Birmingham,AL,35242,,,,
1398058,1398058,,222-225@8gk-tpy-q75,,Snoozy's College Bookstore,,Book Stores and News Dealers,Book Stores,451211,33.383907,-86.73487,1 Buckton Rd,Birmingham,AL,35242,,,,
1398609,1398609,,226-222@8gk-tqn-zmk,,Edward Jones,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999,33.416737,-86.67832,4000 Meadow Lake Dr Ste 120,Birmingham,AL,35242,,,,
1398724,1398724,,224-222@8gk-tv2-w49,,FirstLight HomeCare Birmingham,,Home Health Care Services,Home Health Care Services,621610,33.50173,-86.79446,2112 11th Ave S Ste 528,Birmingham,AL,35205,,,,
1399634,1399634,,zzw-224@8gk-tv2-xbk,,Tax Experts & Associates,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,33.504223,-86.79227,1025 23rd St S Ste 379,Birmingham,AL,35205,,,,
1402168,1402168,,22m-222@8gk-tv3-389,,Billy's Sports Grill,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.494648,-86.781654,2012 Cahaba Rd,Birmingham,AL,35223,,,,
1402314,1402314,,zzw-222@8gk-td5-r6k,,Applied Industrial Technologies,Applied Industrial Technologies,"Machinery, Equipment, and Supplies Merchant Wholesalers",Industrial Machinery and Equipment Merchant Wholesalers,423830,33.53512,-86.79293,1028 35th St N,Birmingham,AL,35234,,,,
1406181,1406181,,223-223@8gk-tth-fpv,,Fast Garage Mobile Auto Detail,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.491234,-86.8228,1600 Green Springs Hwy S,Birmingham,AL,35205,,,,
1407132,1407132,,zzz-222@8gk-tt6-f9f,,Mclendon Legion Field,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.511147,-86.843376,400 Graymont Ave,Birmingham,AL,35204,,,,
1408264,1408264,,222-222@8gk-tv3-ct9,,Phillips Acad,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.52316,-86.80534,2316 7th Ave N,Birmingham,AL,35203,,,,
1408276,1408276,,226-223@8gk-tv3-grk,,2101 Cafe,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.518612,-86.80626,2101 5th Ave N,Birmingham,AL,35203,,,,
1412900,1412900,,zzy-222@8gk-tqp-3kf,,Hamburger Heaven,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.41972,-86.67675,5303 Highway 280,Birmingham,AL,35242,,,,
1413887,1413887,,22f-222@8gk-ttz-ygk,,Southside Pain Specialists,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.504303,-86.78912,1020 26th St S,Birmingham,AL,35205,,,,
1416029,1416029,,227-222@8gk-tw2-hkf,,Metro by T Mobile Authorized Dealer,,Electronics and Appliance Stores,Electronics Stores,443142,33.48596,-86.88935,1565 Bessemer Rd,Birmingham,AL,35208,,,,
1416919,1416919,,226-222@8gk-tdw-3t9,,James Rushton Early Learning Center,,Child Day Care Services,Child Day Care Services,624410,33.539524,-86.751854,5512 1st Ave S,Birmingham,AL,35212,,,,
1418032,1418032,,227-222@8gk-tqq-3bk,,Jackson Tony Insurance Agency,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.399384,-86.66568,1000 Eagle Point Corporate Dr Ste 3,Birmingham,AL,35242,,,,
1419543,1419543,,zzw-222@8gk-tdz-rc5,,Crestwood Festival Center,,Lessors of Real Estate,Malls,531120,33.529465,-86.7314,7001 Crestwood Blvd,Birmingham,AL,35210,,,,
1419914,1419914,,zzw-225@8gk-tdz-rp9,224-222@8gk-tdz-rzf,It's Fashion,It's Fashion,Clothing Stores,Family Clothing Stores,448140,33.529144,-86.72505,7515 Crestwood Blvd,Birmingham,AL,35210,,,,
1421547,1421547,,22c-222@8gk-tv4-5fz,,John's City Diner,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.51552,-86.80491,112 Richard Arrington Jr Blvd N,Birmingham,AL,35203,,,,
1422276,1422276,,zzw-222@8gk-tv2-t7q,,Iron City Grill,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.508823,-86.79754,2208 6th Ave S,Birmingham,AL,35233,,,,
1422764,1422764,,228-222@8gk-ttd-3bk,,Valero Energy,Valero Energy,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.486465,-86.86293,1700 Pearson Ave SW,Birmingham,AL,35211,,,,
1424898,1424898,,zzw-224@8gk-tt6-9zz,,Birmingham Southern College Bookstore,Barnes and Noble College,Book Stores and News Dealers,Book Stores,451211,33.515045,-86.85602,900 Arkadelphia Rd,Birmingham,AL,35254,,,,
1425351,1425351,,222-222@8gk-tth-4jv,,Kids First Development Academy Inc,,Child Day Care Services,Child Day Care Services,624410,33.50188,-86.8394,320 Tuscaloosa Ave SW,Birmingham,AL,35211,,,,
1427862,1427862,,zzw-222@8gm-977-rrk,227-222@8gm-977-rrk,Jesus Christ Church,,Religious Organizations,Religious Organizations,813110,33.50511,-86.903694,2820 Avenue E Ensley,Birmingham,AL,35218,,,,
1428851,1428851,,226-222@8gk-tw2-hkf,,Sunnybrook Learning Center,,Child Day Care Services,Child Day Care Services,624410,33.486095,-86.89007,1560 Bessemer Rd,Birmingham,AL,35208,,,,
1429417,1429417,,zzw-222@8gk-t8v-kj9,222-222@8gk-t8v-k2k,Crestline Cumberland Presbyterian Church,,Religious Organizations,Religious Organizations,813110,33.515617,-86.7362,605 Hagood St,Birmingham,AL,35213,,,,
1431447,1431447,,222-222@8gk-tv7-3wk,,WESCO Distribution,WESCO Distribution,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",423610,33.519646,-86.786476,125 32nd St S,Birmingham,AL,35233,,,,
1432996,1432996,,zzy-222@8gk-t8q-qxq,,Harris Cemetery,,Death Care Services,Cemeteries and Crematories,812220,33.4352,-86.66258,Harris Cemetery,Birmingham,AL,35242,,,,
1433830,1433830,,22d-222@8gk-tvx-w6k,,Bee Bee's Hair Trend,,Personal Care Services,Beauty Salons,812112,33.47912,-86.901505,5620 Avenue J,Birmingham,AL,35208,,,,
1433836,1433836,,zzw-222@8gk-tb8-249,,Praxair,Praxair,Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers,424690,33.60746,-86.754105,3577 Industrial Pkwy,Birmingham,AL,35217,,,,
1434112,1434112,,22b-222@8gk-tv4-5fz,249-222@8gk-tv4-5fz,Clark Law Firm,,"Justice, Public Order, and Safety Activities",Courts,922110,33.51548,-86.80431,2100 1st Ave N,Birmingham,AL,35203,,,,
1434888,1434888,,224-222@8gk-tth-rc5,,Hatcher's Automotive Service Center,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.49032,-86.8373,242 6th Ave SW,Birmingham,AL,35211,,,,
1434905,1434905,,225-222@8gk-tc6-6zf,,Signatures Styling Salon,,Personal Care Services,Beauty Salons,812112,33.582756,-86.71021,8933 Roebuck Blvd Ste B,Birmingham,AL,35206,,,,
1435940,1435940,,zzw-224@8gk-tv2-3yv,,Domestique Coffee Rosters,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.513687,-86.78605,3017 6th Ave S,Birmingham,AL,35233,,,,
1436230,1436230,,223-223@8gk-tqp-h3q,,Latham's Hair Clinic,,Personal Care Services,Barber Shops,812111,33.416718,-86.672325,2206 Cahaba Valley Dr,Birmingham,AL,35242,,,,
1436793,1436793,,224-222@8gk-ttd-2ff,,Southwest Church of Christ,,Religious Organizations,Religious Organizations,813110,33.48399,-86.857605,1633 Jefferson Ave SW,Birmingham,AL,35211,,,,
1437004,1437004,,226-222@8gk-ttz-wrk,,O'Henry's Coffee Highland Park,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,33.5063,-86.780975,2915 Highland Ave S,Birmingham,AL,35205,,,,
1437625,1437625,,zzw-223@8gk-tv8-grk,,HealthMarkets Insurance Agency,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.487938,-86.78785,2100 Southbridge Pkwy,Birmingham,AL,35209,,,,
1441464,1441464,,22c-222@8gk-ttg-zvf,,Sixth Avenue Meat Market,,Specialty Food Stores,Meat Markets,445210,33.490578,-86.834625,137 6th Ave SW,Birmingham,AL,35211,,,,
1443331,1443331,,222-224@8gk-ttx-bhq,,Superior Credit Repair,,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment Repair and Maintenance,811411,33.437386,-86.72398,1 Perimeter Park S,Birmingham,AL,35243,,,,
1445205,1445205,,zzw-222@8gk-tdr-7nq,zzw-222@8gk-tdn-v9f,Averitt Express,,Lawn and Garden Equipment and Supplies Stores,Outdoor Power Equipment Stores,444210,33.564854,-86.76328,4500 Birmingham St,Birmingham,AL,35217,,,,
1445677,1445677,,228-222@8gk-tv4-52k,,Gabrella's Restaurant,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.51506,-86.81141,321 17th St N,Birmingham,AL,35203,,,,
1447069,1447069,,zzw-223@8gk-tds-d5f,222-222@8gk-tds-ct9,Hill Crest Behavioral Health Services,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110,33.54869,-86.730446,6869 5th Ave S,Birmingham,AL,35212,,,,
1448452,1448452,,222-222@8gk-tsw-t9z,,Good Used Tires,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.48289,-86.823715,2136 Green Springs Hwy S,Birmingham,AL,35205,,,,
1448475,1448475,,zzy-222@8gk-tv9-jy9,,Michael's Restaurant,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.508217,-86.809685,1525 1st Ave S,Birmingham,AL,35233,,,,
1451822,1451822,,zzw-222@8gk-tsx-975,,Sammy's Adult Entertainment,,Consumer Goods Rental,Video Tape and Disc Rental,532282,33.472298,-86.82218,342 Valley Ave,Birmingham,AL,35209,,,,
1452080,1452080,,zzw-229@8gk-tt7-6p9,223-226@8gk-tt7-6kz,Martin Robert G Dr Phys,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.49882,-86.847725,801 Princeton Ave SW,Birmingham,AL,35211,,,,
1452528,1452528,,224-222@8gm-95f-99f,,Gas World Service Station,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,33.539165,-86.87872,225 Dugan Ave,Birmingham,AL,35214,,,,
1453720,1453720,,222-222@8gk-ttf-rkz,,New Birth Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.508133,-86.87908,2200 Pike Rd,Birmingham,AL,35208,,,,
1457378,1457378,,zzz-222@8gk-tt7-psq,,Pratt City,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,33.533237,-86.87273,1331 3rd St Pratt City,Birmingham,AL,35214,,,,
1457986,1457986,,zzw-222@8gk-tc2-89z,,Jeffers Trucking,,Specialized Freight Trucking,"Specialized Freight (except Used Goods) Trucking, Long-Distance",484230,33.61964,-86.73996,2751 Pawnee Rd,Birmingham,AL,35217,,,,
1461132,1461132,,228-222@8gm-972-pgk,,Steel City Dialysis,,Outpatient Care Centers,Kidney Dialysis Centers,621492,33.51173,-86.89313,1809 Avenue H,Birmingham,AL,35218,,,,
1461405,1461405,,zzy-224@8gk-tqp-8vz,,Tangles And Toes Kids Salon,,Personal Care Services,Beauty Salons,812112,33.411816,-86.66396,5479 Us 280 Ste 112,Birmingham,AL,35242,,,,
1461771,1461771,,225-222@8gk-tv3-gx5,,Anchor Receivables Management,,Activities Related to Real Estate,Residential Property Managers,531311,33.51845,-86.80175,2317 3rd Ave N,Birmingham,AL,35203,,,,
1463038,1463038,,235-223@8gk-ttr-5cq,224-222@8gk-ttq-sdv,Belk Salon & Spa,,Personal Care Services,Beauty Salons,812112,33.448067,-86.728195,221 Summit Blvd,Birmingham,AL,35243,,,,
1464982,1464982,,zzy-222@8gk-tpx-mrk,,American Sleep Medicine,,Medical and Diagnostic Laboratories,Medical Laboratories,621511,33.425533,-86.70762,157 Resource Parkway Ste 115,Birmingham,AL,35242,,,,
1465365,1465365,,229-222@8gk-tv2-6ff,,Bird's Bar and Pizza,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,33.511536,-86.78755,2839 7th Ave S,Birmingham,AL,35233,,,,
1465631,1465631,,224-222@8gk-tv2-54v,,Fresh Start Candle Company,,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998,33.51035,-86.791,2616 7th Ave S,Birmingham,AL,35233,,,,
1467352,1467352,,zzw-223@8gk-tnb-8n5,,New Covenant of Faith,,Religious Organizations,Religious Organizations,813110,33.644184,-86.708176,2363 Carson Rd,Birmingham,AL,35215,,,,
1468285,1468285,,zzw-222@8gk-tv9-r49,,Five Point Public House Oyster Bar,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.498947,-86.79576,1210 20th St S,Birmingham,AL,35205,,,,
1468757,1468757,,zzw-224@8gk-tmm-tqf,,Boot Barn,Boot Barn,Shoe Stores,Shoe Stores,448210,33.595695,-86.64891,1905B Edwards Lake Rd,Birmingham,AL,35235,,,,
1469164,1469164,,zzy-222@8gk-tw4-qj9,,Btc Wholesale Distributors,,Other Miscellaneous Store Retailers,Tobacco Stores,453991,33.440945,-86.902954,100 Airview Ln,Birmingham,AL,35203,,,,
1469916,1469916,,222-22f@8gk-tv4-45f,zzw-22c@8gk-tv4-45f,The Louis Bar,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,33.514313,-86.80785,1821 2nd Ave N,Birmingham,AL,35203,,,,
1470079,1470079,,222-223@8gk-tt9-49z,,God's Faith Cathedral,,Religious Organizations,Religious Organizations,813110,33.51149,-86.82695,502 6th St N,Birmingham,AL,35203,,,,
1471003,1471003,,222-222@8gk-tmx-3h5,,Alabama Glastek,,Automotive Repair and Maintenance,Automotive Glass Replacement Shops,811122,33.583797,-86.67363,725 Gadsden Hwy,Birmingham,AL,35235,,,,
1471356,1471356,,zzw-22b@8gk-tt7-6kz,223-226@8gk-tt7-6kz,Baptist Hospitalists Princeton,,Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,33.49795,-86.84738,701 Princeton Ave SW,Birmingham,AL,35211,,,,
1471547,1471547,,223-222@8gk-tc9-5pv,,Eastside Baptist Church,,Child Day Care Services,Child Day Care Services,624410,33.588005,-86.68294,558 Gadsden Hwy,Birmingham,AL,35235,,,,
1471741,1471741,,zzw-222@8gk-tsx-d5f,,Laborers In Christ Inc,,Religious Organizations,Religious Organizations,813110,33.4688,-86.82284,2708 Temple Dr,Birmingham,AL,35209,,,,
1471820,1471820,,zzw-223@8gk-tc3-zfz,,Iglesia Episcopal De La Gracia Spanish Ministry,,Religious Organizations,Religious Organizations,813110,33.600285,-86.68813,901 Kingman Rd,Birmingham,AL,35235,,,,
1472519,1472519,,223-222@8gk-tpx-gkz,zzy-222@8gk-tpx-gtv,Nordstrom Rack,Nordstrom Rack,Clothing Stores,Family Clothing Stores,448140,33.426624,-86.71035,4612 Highway 280,Birmingham,AL,35242,,,,
1472904,1472904,,22m-222@8gk-tv7-g8v,,Magic City Organics,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210,33.51749,-86.77584,701 37th St S Ste 10,Birmingham,AL,35222,,,,
1473017,1473017,,22d-222@8gk-tdr-k4v,,Next Level Training,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.560844,-86.72911,7623 1st Ave N,Birmingham,AL,35206,,,,
1473305,1473305,,22k-222@8gk-tvb-26k,zzw-224@8gk-tv9-zs5,Mason John MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.503994,-86.80311,700 18th St S Ste 505,Birmingham,AL,35233,,,,
1475024,1475024,,zzw-222@8gk-tv4-b49,,US Foods Holding,,Management of Companies and Enterprises,"Corporate, Subsidiary, and Regional Managing Offices",551114,33.52221,-86.81747,1608 10th Ave N,Birmingham,AL,35203,,,,
1475529,1475529,,22h-225@8gk-ttd-hnq,22h-223@8gk-ttd-hnq,Aaron Rosemary MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.49312,-86.85456,1308 Tuscaloosa Ave SW,Birmingham,AL,35211,,,,
1475826,1475826,,222-223@8gk-tdt-yjv,zzw-222@8gk-tdn-v9f,Ang Federal Credit Union,,Depository Credit Intermediation,Credit Unions,522130,33.575314,-86.75326,5401 E Lake Blvd,Birmingham,AL,35217,,,,
1475841,1475841,,222-223@8gk-tt5-zs5,,Broom's Barber & Style Shop,,Personal Care Services,Barber Shops,812111,33.51021,-86.84948,524 Arkadelphia Rd,Birmingham,AL,35204,,,,
1476091,1476091,,zzw-223@8gk-ttx-8qf,zzy-222@8gk-ttx-8sq,Herrington Amy Dr,,Health and Personal Care Stores,Optical Goods Stores,446130,33.437588,-86.72808,3439 Colonnade Pkwy,Birmingham,AL,35243,,,,
1476816,1476816,,22v-223@8gk-t8w-8sq,224-223@8gk-t8w-8sq,A 2 Z Nails,,Personal Care Services,Nail Salons,812113,33.52097,-86.72751,4496 Montevallo Rd,Birmingham,AL,35213,,,,
1476970,1476970,,zzw-228@8gk-ttx-bhq,,Insight Therapeutic Services,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,33.437412,-86.72381,1 Perimeter Park S Ste 100N,Birmingham,AL,35243,,,,
1480382,1480382,,22f-222@8gk-tw3-f2k,,Lam Convenience Store,,Grocery Stores,Convenience Stores,445120,33.47707,-86.878075,2714 Pearson Ave SW,Birmingham,AL,35211,,,,
1480764,1480764,,222-222@8gk-tdt-yjv,zzw-222@8gk-tdn-v9f,Birmingham Fire And Rescue Service Station 5,,"Justice, Public Order, and Safety Activities",Fire Protection,922160,33.575314,-86.75325,5401 E Lake Blvd,Birmingham,AL,35217,,,,
1481997,1481997,,zzw-223@8gk-tv8-6zf,,O M Hughes Insurance,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.48256,-86.77952,300 Union Hill Dr Ste 300,Birmingham,AL,35209,,,,
1482054,1482054,,226-222@8gk-tv2-5vf,,Tech46,,Automotive Repair and Maintenance,General Automotive Repair,811111,33.511692,-86.7916,2620 6th Ave S,Birmingham,AL,35233,,,,
1482208,1482208,,zzw-222@8gk-td3-k2k,,Birmingham North Dialysis,,Outpatient Care Centers,Kidney Dialysis Centers,621492,33.55078,-86.82796,1917 32nd Ave N,Birmingham,AL,35207,,,,
1482449,1482449,,225-222@8gk-tth-kzz,,Nana's Supermarket,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.495754,-86.829704,400 1st St S,Birmingham,AL,35205,,,,
1482788,1482788,,225-222@8gk-tc8-zpv,,Wright Wilson Jr DMD,,Offices of Dentists,Offices of Dentists,621210,33.591366,-86.70097,524 Red Lane Rd Ste F,Birmingham,AL,35215,,,,
1483150,1483150,,225-223@8gk-ttz-w49,zzw-222@8gk-ttz-vvf,Eiland Susan H MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.50767,-86.78737,2700 10th Ave S Ste 404,Birmingham,AL,35205,,,,
1483874,1483874,,226-222@8gk-tnd-fvf,,Chief Cornerstone Ministries,,Religious Organizations,Religious Organizations,813110,33.63136,-86.66271,915 Rich Rd,Birmingham,AL,35215,,,,
1485511,1485511,,zzw-222@8gk-tt6-djv,,Greater Temple Missionary Baptist Church,,Religious Organizations,Religious Organizations,813110,33.50778,-86.84087,301 4th Ave W,Birmingham,AL,35204,,,,
1486230,1486230,,224-222@8gk-t8z-hnq,,Advance Auto Parts,Advance Auto Parts,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,33.526283,-86.724266,5300 Oporto Madrid Blvd S,Birmingham,AL,35210,,,,
1487433,1487433,,229-222@8gk-ttc-xt9,,Spirit Express,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.486668,-86.8569,1518 Pearson Ave SW,Birmingham,AL,35211,,,,
1487522,1487522,,zzw-224@8gk-t8w-66k,,California Nails,,Personal Care Services,Nail Salons,812113,33.524326,-86.72633,1510 Montclair Rd,Birmingham,AL,35210,,,,
1487596,1487596,,222-225@8gk-tv9-t35,,Brown Cynthia J MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.49736,-86.80247,1521 11th Ave S,Birmingham,AL,35205,,,,
1488101,1488101,,zzw-229@8gk-tv2-5j9,zzw-227@8gk-tv2-5j9,Birmingham Neurosurgery & Spine Group,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.50853,-86.78957,806 Saint Vincents Dr,Birmingham,AL,35205,,,,
1488305,1488305,,226-222@8gk-ttc-5pv,,Aletheia House,,"Community Food and Housing, and Emergency and Other Relief Services",Temporary Shelters,624221,33.536156,-86.8392,201 Finley Ave W,Birmingham,AL,35204,,,,
1488331,1488331,,zzw-222@8gk-tct-mff,,George Washington Carver High Sch,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,33.557137,-86.82682,3900 24th St N,Birmingham,AL,35207,,,,
1488521,1488521,,zzw-223@8gk-ttg-p5f,,USAgencies Insurance,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,33.495792,-86.87623,4608 Avenue W,Birmingham,AL,35208,,,,
1491683,1491683,,227-227@8gk-tt7-835,223-226@8gk-tt7-6kz,Thomas Greggory MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.498558,-86.845535,817 Princeton Ave SW,Birmingham,AL,35211,,,,
1492099,1492099,,23c-222@8gk-ttn-yd9,,Peterson Financial,,Other Financial Investment Activities,Investment Advice,523930,33.475002,-86.76722,800 Shades Creek Pkwy Ste 590,Birmingham,AL,35209,,,,
1493417,1493417,,222-222@8gk-tw7-ty9,222-223@8gk-tw7-ty9,Quick Shop,Quick Shop,Grocery Stores,Convenience Stores,445120,33.43976,-86.866646,1500 Lakeshore Pkwy,Birmingham,AL,35211,,,,
1493648,1493648,,222-222@8gk-t8z-jy9,,American Family Care,American Family Care,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.526733,-86.72002,1652 Montclair Rd,Birmingham,AL,35210,,,,
1494094,1494094,,zzw-222@8gk-tv4-f75,,Traditions,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.519207,-86.80983,1909 Park Pl,Birmingham,AL,35203,,,,
1494236,1494236,,zzy-223@8gk-twf-b8v,zzw-222@8gk-twf-b8v,Falkson Carla I MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.41292,-86.76055,Tkc At Action Rd,Birmingham,AL,35226,,,,
1494642,1494642,,223-223@8gk-tt7-7qz,223-226@8gk-tt7-6kz,Vera Soong MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,33.49905,-86.84539,817 Princeton Ave SW Ste 302,Birmingham,AL,35211,,,,
1494737,1494737,,223-222@8gk-ttc-ysq,,Neighborhood Outreach Ministry Holiness Church,,Religious Organizations,Religious Organizations,813110,33.48888,-86.86079,1632 Tuscaloosa Ave SW,Birmingham,AL,35211,,,,
1495653,1495653,,22h-223@8gk-ttd-hnq,,Cahaba Medical Care,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110,33.49305,-86.85441,1308 Tuscaloosa Ave SW,Birmingham,AL,35211,,,,
1496869,1496869,,223-222@8gk-tt5-zvf,,Oak Knoll Health And Rehabilitation Llc,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110,33.510906,-86.850296,824 6th Ave W,Birmingham,AL,35204,,,,
1497882,1497882,,225-222@8gk-tv3-gkz,,BBVA Compass Bancshares,BBVA Compass Bancshares,Depository Credit Intermediation,Commercial Banking,522110,33.518597,-86.80801,505 20th St N,Birmingham,AL,35203,,,,
1498972,1498972,,zzw-224@8gk-tv9-rff,,Birmingham Tree House,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,33.4977,-86.79591,1309 19th St S,Birmingham,AL,35205,,,,
1499796,1499796,,223-222@8gk-tv5-9fz,,Sleep Disorders Center of Alabama,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110,33.51362,-86.75021,790 Montclair Rd,Birmingham,AL,35213,,,,
